id,user_name,work_load_per_day,team_work,work_category,work_speed,overall_quality_score
640,Nzhop37,"[3, 4, 4, 4, 0, 1, 2, 4, 4, 2, 3]",44.87,Testing,54.92,19.17
641,Fxddl75,"[7, 10, 6, 9, 8, 6, 8, 6, 7, 10, 7, 6, 9, 8, 6]",75.09,Testing,15.16,77.15
642,Rlbjl30,"[7, 10, 9, 7]",93.81,Testing,10.97,90.75
643,Tuorg54,"[8, 9, 9, 5, 8, 10, 6, 7, 7, 7, 9, 10, 6, 8, 5, 4, 10, 9, 7, 7]",81.42,Task Assignment and Scheduling,15.49,71.01
644,Balnt19,"[8, 7, 8, 7, 7, 5, 7, 7, 9, 9, 6, 7, 7, 7]",74.07,Sending Emails and Communication,14.59,67.3
645,Ofosv78,"[9, 9, 10, 6, 10, 7, 10, 8, 10, 10, 9, 10, 10, 8]",97.96,Sending Emails and Communication,13.41,97.34
646,Fkdkx70,"[2, 4, 4, 5, 4, 2, 5, 3, 2, 4, 5, 3, 3]",31.86,Testing,57.84,9.68
647,Oqnxg78,"[0, 5, 2, 3, 3, 7, 7, 4, 5]",39.93,Translation,54.35,19.0
648,Lgnfr47,"[9, 8, 8, 6, 6, 6, 10, 8, 6, 4, 8]",73.16,Translation,14.76,75.96
649,Nrnar19,"[8, 7, 8, 7]",82.78,Working with Spreadsheets and Data,7.42,78.39
650,Dhexy72,"[8, 6, 10, 10, 10, 8, 8, 7]",87.52,Task Assignment and Scheduling,0.1,86.04
651,Mpgrm42,"[6, 7, 9, 5, 8, 6, 5, 3, 6, 6, 4, 10, 4]",65.79,Task Assignment and Scheduling,23.62,54.14
652,Bkedo41,"[4, 5, 6, 6, 6, 5, 9, 6, 4, 0, 3, 6, 4, 4]",54.37,Sending Emails and Communication,49.22,38.56
653,Yukke48,"[2, 4, 2, 4, 4, 4, 3, 4, 5, 3, 7, 4, 5, 1, 2, 3, 4]",39.74,Working with Spreadsheets and Data,54.31,19.29
654,Ifwlv23,"[7, 6, 3, 7, 5, 4, 6]",61.17,Creating Content and Visuals,36.01,47.98
655,Bpfdf18,"[4, 4, 6, 3, 9, 6, 4, 5, 5, 6, 7, 5, 8, 4, 8, 3, 6]",59.87,Documentation,35.48,41.55
656,Zskcj36,"[4, 4, 0, 1, 3]",32.51,Creating Content and Visuals,70.47,4.34
657,Fhmye91,"[10, 10, 10, 7, 7, 7, 6, 8, 10, 7, 9, 8, 8, 9, 7, 6, 8, 7, 10, 9]",87.06,Reviewing and Providing Feedback,5.3,81.9
658,Mwugf62,"[3, 4, 2, 3, 4, 0, 3, 0, 4, 4, 5, 3, 6, 1, 3, 2, 3]",33.61,Reviewing and Providing Feedback,50.04,12.76
659,Zzxiw21,"[9, 9, 8, 7, 7, 8, 7, 9, 7, 7, 6, 6, 6, 6, 10, 8, 7, 9]",77.33,Documentation,20.58,73.85
660,Uzajv14,"[2, 3, 3, 4, 1, 4, 8, 4]",36.79,Creating Content and Visuals,44.08,11.91
661,Tdabg84,"[7, 3, 7, 7]",50.94,Testing,44.13,41.73
662,Fxnje88,"[8, 7, 9, 7, 9, 7, 9, 8, 9, 9, 7, 7, 8, 8, 6, 8, 6, 4]",74.27,Creating Content and Visuals,35.15,72.5
663,Glqyt10,"[8, 9, 8, 8, 9, 6, 9, 10, 10, 10]",79.26,Creating Content and Visuals,14.61,79.64
664,Kjhgw30,"[4, 4, 2, 6, 5, 4, 7, 3, 5, 4, 4]",52.24,Creating Content and Visuals,32.48,37.87
665,Gerwy26,"[8, 8, 10, 9, 9, 10]",97.79,Finalizing and Submitting Work,7.4,97.67
666,Qqwxk12,"[2, 3, 7, 5, 5, 5, 4, 4, 4, 6, 5, 3]",54.03,Documentation,40.65,29.83
667,Zjfem36,"[4, 3, 0, 4, 1, 5, 3, 4, 2]",36.45,Sending Emails and Communication,53.1,14.58
668,Howcp35,"[8, 7, 10]",84.79,Documentation,12.83,83.9
669,Ickzr12,"[9, 9, 7, 10, 7, 8, 10]",93.73,Finalizing and Submitting Work,4.99,92.79
670,Jqefh84,"[7, 9, 8, 6, 6, 9, 8, 9, 8, 7, 10, 8]",86.75,Testing,19.87,83.16
671,Fojoc61,"[7, 9, 9, 9, 10, 10, 8, 7, 7]",81.39,Reviewing and Providing Feedback,11.34,85.84
672,Madbw57,"[7, 9, 8, 7, 10, 9, 9, 8, 7, 7, 10]",85.43,Finalizing and Submitting Work,9.18,82.72
673,Wcyuc22,"[8, 7, 5, 5, 5, 10, 8, 8, 5, 7, 10, 5]",73.32,Testing,16.63,69.57
674,Pjmfz86,"[3, 4, 8, 4, 8]",68.34,Conducting Research,27.57,61.6
675,Bmcli16,"[3, 3, 3, 2, 1, 3, 0, 3, 4, 2]",34.17,Conducting Research,52.23,10.5
676,Uysca35,"[5, 5, 4]",61.91,Finalizing and Submitting Work,35.01,49.15
677,Kcfgb14,"[5, 5, 4, 4, 4, 3, 3, 4, 4, 3, 6, 4, 7, 6, 2, 1]",45.25,Reviewing and Providing Feedback,53.42,23.45
678,Dtxno83,"[5, 9, 6, 10, 6, 3]",69.7,Conducting Research,22.94,65.33
679,Zxjua98,"[2, 2, 4, 2, 2, 2, 4, 2, 0, 2, 4, 2, 2, 2, 6, 0, 2, 1, 3, 4]",33.07,Creating Content and Visuals,56.61,5.67
680,Dcftc68,"[7, 10, 9, 9, 9, 9, 7, 8, 6, 10, 8, 8, 9, 9, 6, 7, 6, 8, 9]",83.86,Sending Emails and Communication,13.05,81.97
681,Iiasd55,"[7, 7, 6, 6, 8]",68.56,Documentation,22.61,58.39
682,Szotn61,"[2, 3, 2, 4, 3, 5, 3, 0, 3, 6, 6, 4, 3, 5, 4, 5, 6, 4, 4, 3]",41.34,Creating Content and Visuals,40.73,22.78
683,Aebnj91,"[5, 10, 8, 8, 7, 7, 9, 6, 10, 4, 8, 8]",73.25,Documentation,27.97,73.62
684,Pmijk59,"[8, 6, 7, 10, 5]",72.32,Working with Spreadsheets and Data,28.43,67.33
685,Jdern63,"[6, 3, 3, 2]",44.06,Task Assignment and Scheduling,42.43,22.22
686,Fgqlq65,"[6, 7, 7, 4, 6, 6, 7, 6]",56.89,Creating Content and Visuals,42.96,42.08
687,Qvmad97,"[4, 5, 5, 3, 4, 4, 3, 4, 1, 4, 4, 3, 6, 2, 4, 3, 3, 4]",43.82,Translation,51.56,17.58
688,Hjock38,"[5, 6, 6, 7, 6, 5, 6, 4, 5]",55.34,Conducting Research,31.04,43.86
689,Lawdd61,"[10, 10, 10, 10, 9, 9, 7, 9, 10, 10, 10, 9, 10, 9, 10, 10]",93.7,Sending Emails and Communication,2.28,93.58
690,Nqdvx57,"[7, 6, 7, 5]",60.62,Conducting Research,30.98,55.48
691,Skeiw51,"[7, 6, 6, 3, 3, 7, 6, 6, 5, 8, 2, 6, 6, 4]",57.62,Reviewing and Providing Feedback,40.12,42.23
692,Bhhtr45,"[7, 10, 10, 8, 8, 6, 8]",80.17,Documentation,14.75,79.81
693,Uyjnq54,"[2, 2, 3]",28.52,Programming,55.62,5.65
694,Lnlhj93,"[8, 6, 7]",79.8,Reviewing and Providing Feedback,25.35,68.85
695,Sypll26,"[8, 9, 10, 8, 7, 5, 9, 7, 8, 8, 4, 9, 7, 8, 10]",80.38,Finalizing and Submitting Work,12.1,74.29
696,Heagq23,"[7, 7, 8, 7, 7, 5, 6, 7, 5, 6, 7, 7, 6, 8, 7, 7, 7]",66.33,Reviewing and Providing Feedback,21.5,61.93
697,Xdqzx18,"[6, 5, 6, 6, 6, 4, 4, 4, 5, 7]",57.68,Translation,33.17,43.54
698,Ujtxx68,"[9, 9, 9, 10, 8, 9, 10, 9]",90.96,Programming,0.37,96.0
699,Eveoj37,"[3, 5, 3, 7, 5, 4, 6, 8, 4]",55.53,Conducting Research,35.41,43.07
700,Nnizc45,"[10, 8, 8, 10, 9, 9, 8]",77.84,Documentation,15.06,78.89
701,Dydyb77,"[2, 2, 4, 4, 4, 0]",45.02,Task Assignment and Scheduling,37.74,27.06
702,Fatya72,"[5, 5, 4, 5, 7, 6, 5, 8, 5]",64.75,Finalizing and Submitting Work,31.98,50.29
703,Vdyjd71,"[4, 7, 4, 5, 5, 6, 6, 5, 5, 7]",57.5,Working with Spreadsheets and Data,35.78,38.99
704,Kcvnf53,"[7, 8, 10]",93.06,Working with Spreadsheets and Data,10.97,92.6
705,Orrbq96,"[7, 7, 8, 7, 8, 9]",74.69,Finalizing and Submitting Work,8.94,78.98
706,Cvzjh34,"[4, 1, 1, 2, 0, 1, 3, 3, 6, 1, 3, 3, 0, 3, 4, 1, 2, 2, 5]",26.45,Translation,55.62,0.29
707,Bchnu80,"[5, 5, 1, 3]",45.76,Programming,45.16,30.02
708,Mppid91,"[5, 9, 5, 8, 6, 5, 6, 4, 4, 8, 4, 8, 8, 6]",67.17,Task Assignment and Scheduling,30.0,49.65
709,Zihee81,"[4, 5, 5, 4, 1, 3, 4, 6, 5, 5]",46.69,Reviewing and Providing Feedback,40.83,23.35
710,Hopps67,"[5, 3, 5, 4, 6, 3, 6, 5, 5]",44.57,Sending Emails and Communication,39.28,22.24
711,Nrbid58,"[4, 3, 3, 4, 4, 4, 0, 1, 2]",35.46,Sending Emails and Communication,68.0,4.47
712,Xtabc21,"[1, 4, 3, 5, 4, 4, 2, 4, 2, 2, 1, 6, 7]",37.86,Creating Content and Visuals,48.09,10.55
713,Cedgs59,"[5, 7, 6, 6, 5, 4, 6, 3, 5, 4, 7, 7, 5, 6, 6, 6, 6, 4]",62.35,Programming,34.99,46.0
714,Tgniz80,"[7, 6, 5, 8, 6, 8, 6, 7, 8, 5, 9, 9, 6, 6, 7, 8, 6, 8, 9, 7]",74.95,Finalizing and Submitting Work,18.99,65.49
715,Jukoz84,"[8, 8, 8, 10, 10, 10, 8, 10, 9, 10, 10]",96.09,Programming,9.21,96.55
716,Sflxo21,"[10, 7, 10, 8, 8, 9, 10, 10, 10, 9, 7, 9]",90.12,Testing,9.15,97.55
717,Twsvn29,"[6, 8, 6, 4, 5, 6, 9]",62.17,Creating Content and Visuals,37.51,49.61
718,Gcdjh24,"[9, 9, 9, 9]",75.61,Testing,17.9,76.67
719,Jnjfh46,"[8, 8, 8, 10, 9, 9, 7, 7, 8, 9, 8, 4, 7, 9, 7, 9]",77.45,Reviewing and Providing Feedback,20.18,73.01
720,Gnyny97,"[4, 6, 3, 5, 2, 5]",45.59,Documentation,57.05,15.57
721,Rbalm38,"[6, 5, 5, 9, 6, 3, 7, 3, 6, 4, 3, 4, 5]",53.65,Creating Content and Visuals,35.01,43.21
722,Pwmrj95,"[5, 0, 4, 3, 5, 7, 5, 3, 2, 5, 4, 4, 3, 5, 4, 5, 6]",48.25,Translation,39.6,29.96
723,Gjhud59,"[6, 10, 9, 10, 10, 4, 9, 5, 8, 4, 9, 6, 9, 6, 4, 9, 10, 8]",72.22,Documentation,20.76,70.31
724,Gxoot46,"[7, 8, 7, 7, 6, 6, 9, 5, 9, 8]",73.5,Finalizing and Submitting Work,25.74,67.88
725,Hkswn20,"[3, 3, 4, 4, 6, 2, 4, 5, 5]",38.43,Sending Emails and Communication,52.69,21.74
726,Oyrsc72,"[4, 3, 4, 0, 2]",32.07,Documentation,55.55,10.11
727,Jiehc68,"[7, 6, 7, 8, 7, 7, 8, 6, 8, 6, 6, 8, 9]",78.22,Conducting Research,20.87,75.99
728,Nrsvc97,"[5, 9, 5, 5, 7, 7, 8, 7, 9, 6, 7, 7, 6, 5, 8, 9, 7, 7, 8, 8]",69.19,Sending Emails and Communication,28.68,65.03
729,Kucao84,"[10, 8, 5, 9, 9, 8, 8, 6, 8, 9, 7, 5, 9, 8, 8, 7, 8, 9, 10]",83.83,Working with Spreadsheets and Data,13.48,80.51
730,Kkvlm56,"[9, 6, 6, 7, 7, 9, 8, 8, 9, 8, 8, 7, 8, 8]",83.83,Sending Emails and Communication,16.77,76.86
731,Canas55,"[5, 7, 5, 6, 4, 6, 4]",55.32,Task Assignment and Scheduling,38.88,43.39
732,Xqjmk26,"[5, 6, 7, 4, 7, 6, 6, 7, 7]",65.46,Working with Spreadsheets and Data,28.88,50.21
733,Dyvgp40,"[10, 8, 6, 7, 6, 10, 10, 10, 8, 9]",87.04,Conducting Research,7.01,85.8
734,Xybnc48,"[7, 8, 7, 7, 5, 8]",77.73,Documentation,24.43,68.02
735,Vzjrt55,"[8, 4, 3, 6, 9, 3, 4, 6, 3, 7, 3, 7, 5, 3, 6]",52.38,Reviewing and Providing Feedback,42.14,28.5
736,Zchum48,"[3, 5, 5, 0, 4]",51.7,Task Assignment and Scheduling,40.22,32.46
737,Gtpez13,"[3, 3, 4, 2, 3, 0, 2, 6, 2, 4, 4, 6, 3, 3, 4]",30.88,Reviewing and Providing Feedback,72,0
738,Fvuur36,"[2, 0, 2, 2, 3, 4, 4, 1, 4, 4]",39.08,Conducting Research,56.8,9.85
739,Rxjrp24,"[8, 7, 8, 8, 10, 10, 6, 9, 6, 7, 8, 5, 10, 9, 10, 10, 9]",88.59,Conducting Research,16.26,80.64
740,Thaik16,"[4, 4, 3, 4]",40.56,Reviewing and Providing Feedback,46.37,16.0
741,Gixcf48,"[9, 5, 7, 7, 8, 8, 8, 10, 7, 7]",74.34,Conducting Research,22.51,77.22
742,Qijjb64,"[5, 6, 3, 1, 3, 6, 4, 3, 6, 7, 4, 4, 4, 4, 5, 4, 4, 4]",35.47,Working with Spreadsheets and Data,62.75,15.87
743,Cxqod87,"[5, 5, 8, 8, 10]",76.98,Creating Content and Visuals,8.04,81.55
744,Zswuh49,"[8, 9, 10, 9, 10, 7, 10, 9, 8, 9, 10, 7, 10]",90.91,Programming,0.1,98.92
745,Ingfn85,"[9, 7, 7, 5, 8, 5, 9]",70.77,Testing,33.93,63.34
746,Vhpfj57,"[4, 6, 3, 3, 4, 7, 5, 5, 4, 1, 5, 7, 4, 2, 5, 3, 2, 5, 5, 5]",45.68,Conducting Research,44.87,21.02
747,Mkwiq23,"[7, 8, 7, 8, 6, 9, 7, 8, 8]",79.47,Programming,19.54,75.37
748,Eqbmz80,"[2, 1, 2, 4, 8, 4, 5, 7, 6, 4, 3, 7, 6, 5, 7]",49.2,Working with Spreadsheets and Data,48.4,26.61
749,Jrrzy13,"[10, 10, 9, 8, 10, 10, 10, 9, 9, 9, 9]",90.52,Creating Content and Visuals,6.67,98.35
750,Pbmow47,"[5, 5, 5]",59.57,Creating Content and Visuals,29.62,44.5
751,Nymyk94,"[6, 5, 8, 5, 7, 9, 9, 6, 8, 10, 7]",69.0,Reviewing and Providing Feedback,33.26,58.83
752,Jwrac11,"[6, 8, 4, 8, 8, 7, 6, 3, 8, 5]",64.11,Working with Spreadsheets and Data,31.35,54.7
753,Wokfe19,"[9, 10, 10, 7, 9, 8, 7, 10, 8, 10]",86.9,Sending Emails and Communication,19.1,81.55
754,Imsnw24,"[5, 1, 2, 5, 4, 1, 7, 3, 5, 4, 3, 4, 6, 3, 6, 2, 5, 0, 3, 2]",44.88,Testing,48.41,21.29
755,Zxqlx29,"[8, 10, 9, 7, 10]",83.96,Finalizing and Submitting Work,8.44,78.64
756,Lnxhn90,"[4, 5, 8, 7, 3]",52.42,Working with Spreadsheets and Data,44.12,40.96
757,Honnx71,"[3, 5, 0, 5, 3, 2, 5, 2, 2, 3, 6, 4, 1, 2]",35.91,Working with Spreadsheets and Data,46.83,10.54
758,Bjrgo26,"[5, 3, 3, 3, 3, 5, 3, 4, 5, 6, 6, 5]",37.35,Task Assignment and Scheduling,53.12,13.38
759,Aueyi68,"[4, 5, 2, 5, 2, 4, 0, 5, 5, 3, 0, 5, 2, 6, 2, 4]",30.61,Conducting Research,57.42,4.62
760,Vekrj80,"[4, 6, 4]",45.21,Task Assignment and Scheduling,50.89,18.54
761,Nbzdn53,"[8, 8, 8, 7, 9]",92.91,Conducting Research,13.1,90.44
762,Aregw20,"[2, 4, 0, 2, 4, 7]",49.64,Testing,45.63,25.42
763,Jvijg37,"[3, 3, 0, 4, 5]",32.11,Testing,62.16,0.45
764,Wxpry38,"[5, 5, 4, 6, 4, 9, 3]",60.63,Conducting Research,38.4,41.2
765,Rljyg98,"[4, 2, 3, 1, 3, 3, 1, 4, 1, 5, 4, 0, 4]",35.05,Reviewing and Providing Feedback,55.51,7.08
766,Dhycp81,"[8, 7, 8, 5, 10, 10, 6, 7, 7, 8, 8, 7, 9, 9, 8, 9, 7, 7]",72.21,Programming,11.45,68.65
767,Ownui77,"[10, 10, 9, 10, 9, 10, 10]",97.31,Conducting Research,2.4,97.65
768,Wdngi21,"[2, 2, 3, 5, 3, 3, 4, 4, 3]",36.68,Finalizing and Submitting Work,55.71,10.88
769,Guroq96,"[3, 1, 6, 3, 3, 2, 4, 3, 5, 4, 3, 3, 4, 2, 5, 4, 5, 6, 2, 4]",34.93,Finalizing and Submitting Work,50.92,4.8
770,Byrnn88,"[4, 1, 3, 6, 1, 7, 4, 2, 2, 5, 4, 2, 2, 5]",41.22,Translation,49.31,15.73
771,Cbsod81,"[7, 8, 10, 10, 8, 10, 6, 8, 10, 9, 8, 9, 9, 9, 9, 8, 6, 10, 7, 10]",88.4,Translation,17.47,81.26
772,Bmerh39,"[10, 10, 10, 9, 10, 10, 10, 9, 8, 10]",86.82,Sending Emails and Communication,8.89,91.82
773,Foobv52,"[5, 5, 8, 6, 5, 8, 5, 5, 4, 6, 7, 7]",64.48,Working with Spreadsheets and Data,43.77,49.32
774,Fapnn95,"[5, 4, 5, 4, 3, 5, 5, 4, 8]",45.92,Translation,33.62,25.01
775,Bpwep55,"[6, 6, 9, 9, 9, 7, 10, 8, 9, 6, 10, 9, 7, 8, 8, 4, 4, 7, 9]",85.7,Programming,15.07,81.54
776,Agoer49,"[10, 10, 8]",90.52,Working with Spreadsheets and Data,0.1,100
777,Eiilu34,"[9, 8, 8, 6, 6, 8, 10, 9, 10, 7, 10, 9, 9]",82.67,Translation,11.08,87.4
778,Czoxt30,"[9, 8, 7, 10, 10, 7, 10, 7, 8, 10, 8, 6, 8, 8, 7, 10]",79.57,Working with Spreadsheets and Data,21.71,77.17
779,Gyjcy30,"[10, 10, 10, 8, 10, 9, 7, 9, 8, 10, 9, 9]",95.02,Task Assignment and Scheduling,4.05,95.64
780,Smrtc10,"[5, 7, 7, 7, 9, 9, 7, 7, 8, 7, 9, 10]",72.18,Task Assignment and Scheduling,23.93,68.03
781,Hnnvx57,"[5, 1, 2, 1, 4, 5, 3]",41.05,Reviewing and Providing Feedback,62.63,9.13
782,Tpqrp76,"[9, 9, 8, 10, 10, 10, 8, 10, 9, 9, 10, 8, 10, 8, 10, 9, 9, 10]",88.65,Working with Spreadsheets and Data,4.28,94.64
783,Jeedr37,"[7, 6, 4, 3, 7, 4, 6, 3, 7, 5, 5, 6, 6, 1, 4]",55.27,Finalizing and Submitting Work,39.47,29.64
784,Xamto86,"[4, 1, 3, 4, 1, 2, 2, 2, 3, 2, 2, 5, 4, 6, 3, 6, 4, 5, 3]",34.12,Task Assignment and Scheduling,65.45,1.98
785,Izkna75,"[6, 10, 8, 10, 10, 9, 9, 9, 9, 7, 8, 7, 9, 9, 7, 9, 10]",96.03,Testing,0.1,98.99
786,Olwfp46,"[6, 8, 10, 8, 10, 9, 8, 6, 10, 10]",86.93,Finalizing and Submitting Work,20.33,81.79
787,Saetf39,"[3, 1, 4, 5, 1, 3, 3, 2, 0, 4, 3, 3, 5]",31.69,Documentation,53.56,8.61
788,Kjvbi87,"[6, 1, 0, 3, 4, 4, 3, 5, 5]",32.28,Sending Emails and Communication,58.02,8.07
789,Tgoaq59,"[8, 6, 5, 6, 8, 10, 7, 10, 8, 9, 8, 6, 8, 7, 7, 7, 10, 7, 10]",82.28,Sending Emails and Communication,26.29,71.57
790,Xcnfo42,"[1, 3, 4, 0, 3, 1, 2, 4, 2, 3, 0, 4]",34.25,Working with Spreadsheets and Data,60.49,3.47
791,Qidhi93,"[5, 4, 2, 2, 3, 3, 4, 2, 4, 5, 3, 6, 4, 3]",48.69,Working with Spreadsheets and Data,38.17,29.52
792,Lulml78,"[10, 10, 10, 9, 10, 10, 10, 9, 9, 8, 8, 9, 10, 9, 10, 7, 10, 9, 10, 7]",97.07,Programming,3.39,97.91
793,Lyquc76,"[9, 6, 7, 6, 10, 7, 6, 8, 7, 6, 7, 9]",69.05,Conducting Research,14.75,67.28
794,Okvvx18,"[4, 2, 7, 5, 7, 6, 5, 7, 5, 5, 5, 5, 2, 1, 4, 4, 6, 5, 4, 4]",48.52,Finalizing and Submitting Work,45.65,24.74
795,Uzbul50,"[8, 5, 8, 8, 8, 6, 9, 7, 7, 7, 6, 7, 7, 10]",80.6,Conducting Research,25.69,78.39
796,Kusui78,"[10, 10, 9, 7, 10, 10, 6]",95.35,Sending Emails and Communication,4.67,98.19
797,Mquxt59,"[9, 8, 6, 8, 10, 9, 7]",78.49,Testing,13.91,73.04
798,Fcwka83,"[8, 5, 8, 7, 9, 7, 5, 6, 7, 9, 7, 7, 5, 6, 7, 8, 8, 5, 8]",74.89,Documentation,20.99,65.76
799,Yugtm54,"[7, 7, 2, 4, 4, 2, 5, 6, 4, 3, 2, 5, 3, 4, 7]",48.47,Documentation,47.06,25.12
800,Tmjkh33,"[9, 10, 9, 10, 10, 8, 8, 7, 10, 8, 7, 8, 8, 9, 10, 6, 9]",87.7,Translation,15.84,88.88
801,Kuvdi95,"[9, 10, 9, 9, 9, 10, 8, 10, 10, 8, 8, 10, 9, 8, 10, 10, 10]",92.57,Working with Spreadsheets and Data,10.32,98.28
802,Rzdxk28,"[5, 6, 3, 3, 3, 5, 5, 2, 5, 6, 5, 6]",43.14,Working with Spreadsheets and Data,52.01,28.26
803,Fnglw34,"[3, 4, 5, 6]",49.78,Working with Spreadsheets and Data,46.14,31.63
804,Mlyln22,"[8, 7, 8, 9, 7, 8, 9, 7, 9, 9, 9, 7, 8, 8, 6, 8, 8, 10]",85.48,Working with Spreadsheets and Data,15.71,77.63
805,Jndcv44,"[5, 8, 4, 6, 7, 5, 9]",70.0,Reviewing and Providing Feedback,18.66,67.89
806,Sndfr91,"[5, 5, 4, 3]",61.0,Creating Content and Visuals,33.22,40.06
807,Autmg29,"[6, 6, 6, 6, 6, 7, 9, 6, 8]",58.21,Finalizing and Submitting Work,34.69,46.61
808,Agbuo79,"[5, 4, 3, 3, 4, 3, 3, 1, 7]",41.46,Task Assignment and Scheduling,48.16,23.07
809,Vqxni36,"[6, 5, 6]",71.51,Reviewing and Providing Feedback,21.7,66.91
810,Ejwyi33,"[7, 7, 4, 5, 5, 5, 4, 5, 6, 6, 5, 7]",59.19,Translation,41.21,48.25
811,Gjona43,"[5, 7, 10, 5, 2, 4, 5, 7, 8, 8, 7, 6, 5, 6, 5, 8]",62.25,Creating Content and Visuals,30.98,52.79
812,Eciia23,"[3, 4, 0]",36.73,Translation,47.8,7.27
813,Gpzqc61,"[10, 10, 10, 10, 8, 9, 8, 10, 10, 10, 9, 10, 10, 10]",89.13,Reviewing and Providing Feedback,7.12,99.87
814,Hgpyj30,"[2, 2, 3, 2, 2, 3, 4]",40.14,Translation,52.17,7.4
815,Fsrhg21,"[4, 5, 7, 6, 4, 7, 6]",56.3,Task Assignment and Scheduling,26.18,47.77
816,Pdhbn90,"[3, 5, 6, 6, 2, 2, 3, 5, 7, 4, 2, 2, 5, 5, 5, 6]",47.85,Documentation,46.41,30.19
817,Qcowd72,"[2, 4, 3, 3]",34.36,Working with Spreadsheets and Data,53.12,9.83
818,Rkxiv31,"[10, 10, 9, 8, 9, 9, 9, 10, 8, 8, 10, 6, 9, 9, 5]",87.0,Task Assignment and Scheduling,7.7,95.73
819,Whbsx87,"[7, 8, 8, 6, 7, 4, 6, 8, 6, 9, 5, 7, 4, 9]",60.45,Conducting Research,24.31,54.09
820,Yvoix10,"[6, 5, 9, 8, 10, 9]",81.46,Programming,13.4,88.15
821,Rukgn34,"[5, 5, 4, 8, 5, 2, 6, 4, 5, 5, 4, 6, 5, 3, 3, 6, 7, 5]",52.73,Finalizing and Submitting Work,44.27,33.88
822,Ierbv45,"[5, 5, 3, 7, 4, 4, 5, 7, 7, 4, 5, 4, 2, 4, 5, 6, 5, 6, 5, 3]",53.2,Documentation,42.62,31.88
823,Ylmxu83,"[6, 8, 4, 6, 6, 6, 6, 7, 5, 6, 7, 7, 5, 6, 6, 5, 6]",61.38,Task Assignment and Scheduling,32.3,47.64
824,Irews82,"[7, 9, 8, 10, 10, 7, 10, 8, 8, 7, 10, 10]",98.29,Testing,8.85,98.23
825,Ygeai53,"[7, 7, 8, 8, 7, 3, 8, 7, 8, 7]",77.17,Conducting Research,26.08,67.34
826,Uoava35,"[7, 4, 4, 5, 6, 6, 4]",67.61,Reviewing and Providing Feedback,27.63,51.82
827,Wckgs31,"[4, 6, 4, 6, 7, 6, 4, 6, 5, 6]",63.37,Translation,28.96,51.61
828,Dwdwp16,"[1, 3, 2, 5, 3, 1, 5, 0, 4, 0]",27.45,Task Assignment and Scheduling,51.56,0.33
829,Pypog62,"[9, 8, 6, 7, 8, 10, 10, 9, 6, 10]",90.06,Task Assignment and Scheduling,8.98,87.8
830,Dfjkg41,"[9, 5, 6, 7, 5, 7, 8, 6, 5]",52.6,Translation,37.13,27.23
831,Eoqgm77,"[8, 7, 5, 8, 7, 9, 6, 7, 8, 8, 10, 8, 7, 7, 9, 6, 8, 5, 10, 6]",74.51,Creating Content and Visuals,17.77,76.95
832,Dqtah78,"[10, 8, 8, 10]",89.78,Creating Content and Visuals,19.57,90.41
833,Ehhwg59,"[1, 4, 2, 2, 4]",33.2,Documentation,71.63,3.88
834,Urncg32,"[6, 6, 5, 7, 7, 7, 7, 7, 7, 5, 8, 8, 7, 8, 8, 9, 7]",74.98,Programming,25.03,67.36
835,Srsky64,"[4, 4, 3, 4, 0]",29.77,Programming,60.43,0.38
836,Bsucr76,"[2, 5, 5, 6, 6, 7, 4, 4, 4, 7, 4, 6]",47.98,Conducting Research,40.46,33.1
837,Akxmd91,"[1, 1, 1, 3, 1, 4, 2, 1]",36.67,Creating Content and Visuals,56.19,3.02
838,Ljxvf24,"[2, 4, 5, 1, 1, 5, 3, 3, 2, 0, 1, 2, 5]",28.55,Creating Content and Visuals,56.2,0.93
839,Wkwlu92,"[9, 10, 8, 10, 9, 10, 9, 8, 6, 10, 10, 10, 9]",91.56,Sending Emails and Communication,8.74,92.91
840,Lzmvd83,"[3, 3, 4, 4, 7, 5, 2, 5, 3, 3, 4, 3, 5, 5, 5]",47.85,Sending Emails and Communication,46.41,21.78
841,Tjeuz47,"[7, 9, 7, 5, 5, 6]",67.85,Creating Content and Visuals,31.77,51.76
842,Zqgnr60,"[0, 3, 0, 3, 3, 6, 2, 3, 2]",29.75,Task Assignment and Scheduling,59.23,3.5
843,Vpwyw83,"[4, 5, 2, 1, 2, 4, 2, 3, 4, 8, 4, 2, 6, 2, 2, 4, 2, 2]",41.14,Reviewing and Providing Feedback,58.68,14.52
844,Rackb35,"[8, 10, 9, 10, 9, 10]",89.96,Creating Content and Visuals,18.96,94.85
845,Kxlpf31,"[9, 9, 7, 7, 9, 7, 9, 10, 7, 7, 9, 9, 7, 8, 9, 9]",87.05,Conducting Research,16.67,84.85
846,Dldcu98,"[8, 7, 7, 10, 7, 10, 10, 10, 9, 9, 9, 8]",92.34,Creating Content and Visuals,10.84,91.18
847,Gewmt72,"[6, 1, 2, 4, 3, 3, 4, 4, 5, 7, 3, 4, 4, 4, 2, 5, 2, 2, 4, 4]",49.42,Programming,43.05,22.77
848,Fqpiu69,"[7, 8, 8, 3, 5, 10, 6, 7, 8]",83.9,Conducting Research,22.66,78.02
849,Njtdq42,"[4, 6, 8, 6, 5, 7, 6, 7, 6, 8, 6, 7, 7, 8]",65.07,Translation,29.41,56.76
