id,user_name,work_load_per_day,team_work,work_category,work_speed,overall_quality_score,avg_workload,work_category_encoded,cluster,group_role
517,Ddmzb48,"[6, 10, 9, 9, 9, 10, 10, 9, 8, 8, 7, 9, 10, 9, 9, 10, 10]",90.55,Research,8.22,95.87,8.941176470588236,17,4,Leader
518,Twhce85,"[8, 6, 6, 4, 6, 4, 8]",68.89,Report Formatting,29.76,55.47,6.0,16,0,Balancer
519,Jqxfw51,"[2, 6, 2, 4, 4, 2, 7, 4, 3, 2]",48.85,Planning,42.91,25.41,3.6,10,2,Task finisher
520,Dewav92,"[4, 1, 5, 3, 3]",40.04,Reviewing,48.98,21.54,3.2,18,2,Task finisher
521,Aihhv47,"[10, 7, 7, 8, 8, 8, 10]",88.99,Drawing/Illustration,12.04,92.36,8.285714285714286,4,4,Leader
522,Oryhw99,"[9, 8, 9]",87.46,Testing,17.4,91.7,8.666666666666666,22,1,Perfectionist
523,Rcera24,"[7, 5, 5, 7, 6, 8]",66.15,Drawing/Illustration,28.06,58.59,6.333333333333333,4,0,Balancer
524,Wwoqv37,"[4, 7, 8]",67.39,Code Review,35.84,55.01,6.333333333333333,0,0,Balancer
525,Kgmgm49,"[6, 8, 7, 5, 5, 9, 8, 8, 7, 7, 7, 9]",80.16,Research,23.72,73.19,7.166666666666667,17,5,Helper
526,Zpibo86,"[5, 5, 8, 6, 3, 7, 6, 6, 7]",61.7,Flowchart Design,37.9,43.27,5.888888888888889,6,0,Balancer
527,Iqbxn99,"[8, 6, 9, 9, 6, 5, 10, 7, 5, 6, 8]",73.86,Code Review,19.63,62.16,7.181818181818182,0,5,Helper
528,Yuajo98,"[6, 3, 5, 7, 6]",62.26,Script Writing,36.75,53.7,5.4,19,0,Balancer
529,Njlzx28,"[9, 4, 6, 6, 8, 5, 6, 7, 10, 7, 7, 6]",69.43,Planning,27.9,60.61,6.75,10,5,Helper
530,Otcjm48,"[2, 6, 4, 1]",45.8,Code Review,61.92,19.64,3.25,0,3,Lone Wolf
531,Cqxlj98,"[3, 4, 4, 3, 4, 5, 7, 4, 6, 6, 4, 2, 4, 3, 2, 4]",40.08,Presentation Design,43.19,18.34,4.0625,11,2,Task finisher
532,Zcpcp40,"[7, 7, 6, 5, 4, 7, 6, 4, 6, 10, 6, 6, 7, 6, 5, 6, 4, 8, 7]",65.39,Peer Review,25.59,57.46,6.157894736842105,9,0,Balancer
533,Dyulv80,"[9, 5, 10, 4, 7, 6]",86.55,Report Formatting,2.72,83.71,6.833333333333333,16,1,Perfectionist
534,Jimvp76,"[6, 8, 5, 6, 4, 5, 7, 8, 8, 6, 6]",67.76,Code Review,33.91,58.24,6.2727272727272725,0,0,Balancer
535,Pelpl18,"[4, 6, 6, 2, 6, 6, 5, 6, 3, 4, 7, 6, 2]",47.2,Script Writing,39.16,31.55,4.846153846153846,19,6,Genelarist
536,Rdwgj24,"[7, 8, 5, 10, 10, 10, 10, 9, 9, 10, 10, 10, 9, 7, 9, 10, 10, 10, 10, 6]",94.67,Mockup Design,9.15,96.28,8.95,8,4,Leader
537,Jtxtk75,"[7, 6, 7, 7, 6, 6]",65.14,Documentation,37.3,51.77,6.5,3,0,Balancer
538,Cpbqh78,"[5, 7, 7, 8, 4, 6, 8, 6, 7, 4, 6, 8, 10]",59.15,Script Writing,30.65,50.25,6.615384615384615,19,0,Balancer
539,Yqosg52,"[10, 8, 10, 8, 9, 9, 10, 8, 9, 9, 10]",91.55,Email Writing,14.38,90.51,9.090909090909092,5,4,Leader
540,Xjjai41,"[10, 8, 9, 5, 8, 7, 8, 9, 8, 9, 9]",84.24,Translation,18.16,90.46,8.181818181818182,23,1,Perfectionist
541,Yreig66,"[1, 0, 4, 4, 2, 5, 1, 2, 1, 3, 3, 2]",30.56,Drawing/Illustration,65.01,1.24,2.3333333333333335,4,3,Lone Wolf
542,Vlrwr69,"[2, 0, 5, 1]",36.78,Programming,47.72,11.0,2.0,14,3,Lone Wolf
543,Ereii40,"[4, 5, 6, 5, 5, 4]",49.14,Research,42.24,29.24,4.833333333333333,17,6,Genelarist
544,Rdaso44,"[8, 7, 7, 8, 6, 8, 6, 5, 6, 8, 6, 5, 5, 7, 6, 8, 6]",71.4,Storyboarding,25.5,56.27,6.588235294117647,21,5,Helper
545,Hdkxc95,"[3, 6, 1, 2, 4, 4, 4, 2, 5, 3]",34.97,Code Review,57.36,10.55,3.4,0,3,Lone Wolf
546,Cedgn53,"[6, 5, 3, 7, 7, 4, 4, 7, 6, 6, 3, 6, 3, 5, 6, 6, 2, 4, 7, 5]",57.06,Drawing/Illustration,43.84,39.95,5.1,4,6,Genelarist
547,Uwwwj43,"[5, 6, 3, 6, 3, 4, 5]",44.43,Drawing/Illustration,44.77,19.41,4.571428571428571,4,2,Task finisher
548,Yczvv12,"[4, 4, 6, 2, 6, 4, 6, 4, 4]",39.76,Translation,51.37,14.36,4.444444444444445,23,2,Task finisher
549,Hbxsh33,"[2, 6, 2, 6, 4, 2, 4, 2, 4, 3, 6, 1, 4]",35.31,Mockup Design,55.37,18.02,3.5384615384615383,8,3,Lone Wolf
550,Ycgvo16,"[0, 5, 4, 1, 4, 4, 0, 3, 4, 5, 3, 4, 4, 0, 2, 4]",35.21,Presentation Design,63.82,11.49,2.9375,11,3,Lone Wolf
551,Noytx90,"[6, 5, 4, 6, 3, 7, 9, 7, 6, 5]",62.31,Translation,24.38,54.91,5.8,23,0,Balancer
552,Envxp80,"[5, 6, 6, 3, 4, 7, 2, 3, 2, 3]",52.95,Spreadsheet Work,42.41,27.11,4.1,20,2,Task finisher
553,Mrdwe11,"[8, 8, 9]",90.26,Presenting,4.75,89.72,8.333333333333334,12,4,Leader
554,Dphfx80,"[9, 8, 10, 7, 8, 6, 9, 6, 8, 6, 7, 9, 9]",77.38,Writing,5.5,74.61,7.846153846153846,24,1,Perfectionist
555,Cfnva24,"[9, 9, 6, 7, 8, 6, 6, 8, 10, 8, 8, 6]",75.49,Diagram Creation,25.19,68.88,7.583333333333333,2,5,Helper
556,Jeypx43,"[6, 8, 7, 8, 6, 6, 7, 6, 7, 5, 8, 6]",69.25,Email Writing,29.17,51.15,6.666666666666667,5,0,Balancer
557,Fzgck98,"[3, 1, 2, 2, 5, 2]",31.53,Testing,51.33,0.71,2.5,22,3,Lone Wolf
558,Llupn53,"[2, 2, 3, 6]",42.39,Code Review,38.0,21.91,3.25,0,2,Task finisher
559,Ubrzx43,"[7, 7, 9]",77.82,Graphic Design,18.87,77.46,7.666666666666667,7,1,Perfectionist
560,Gualt74,"[2, 5, 4, 3, 3, 4, 5, 6, 5, 6, 6]",47.61,Reference Finding,51.0,22.14,4.454545454545454,15,2,Task finisher
561,Kcvlz55,"[9, 3, 8, 6, 3, 6, 4, 5, 2, 4, 4, 7, 2, 4, 4, 2, 5, 5, 4]",55.65,Presenting,43.57,34.55,4.578947368421052,12,6,Genelarist
562,Ybpgs73,"[8, 5, 6, 7, 5, 5, 9, 8, 7]",77.14,Mockup Design,21.33,71.35,6.666666666666667,8,5,Helper
563,Qhoda29,"[6, 8, 10, 9, 10, 9, 6, 10, 9, 9, 10]",91.05,Problem Solving,7.91,85.86,8.727272727272727,13,4,Leader
564,Ghtyf60,"[4, 4, 3, 6, 4, 5, 6, 6, 6, 3, 5, 3, 7, 5, 6, 6, 6, 3, 7, 6]",57.36,Flowchart Design,34.26,47.63,5.05,6,6,Genelarist
565,Odyln75,"[5, 5, 6, 5, 5, 5, 6, 7, 5, 8]",58.72,Presenting,40.59,48.6,5.7,12,6,Genelarist
566,Nrnyb31,"[5, 2, 1, 6, 6, 2, 6, 6, 5, 6, 4, 4, 5, 6, 4, 4]",46.85,Writing,46.7,30.85,4.5,24,2,Task finisher
567,Aacml79,"[10, 6, 10, 7, 7, 8, 7, 8, 7, 7, 8, 10, 10, 6, 6, 10, 10, 7]",81.35,Content Creation,18.89,79.29,8.0,1,1,Perfectionist
568,Zjapr23,"[4, 8, 6, 5, 5, 7, 6, 4, 6, 5, 7]",59.05,Script Writing,43.38,40.86,5.7272727272727275,19,6,Genelarist
569,Ftvpe81,"[10, 10, 9, 8, 8, 10, 10, 9, 10]",90.52,Flowchart Design,10.98,99.72,9.333333333333334,6,4,Leader
570,Zkefl62,"[10, 10, 9, 6, 10, 7, 10]",90.77,Diagram Creation,2.25,91.45,8.857142857142858,2,4,Leader
571,Kjzjy35,"[5, 4, 3, 5, 1, 5, 3]",53.35,Drawing/Illustration,41.37,30.21,3.7142857142857144,4,2,Task finisher
572,Bafuj78,"[1, 4, 2, 5, 6, 4, 3, 4, 3, 4, 4, 3, 4, 3, 3, 0, 3, 2, 4]",32.79,Storyboarding,52.68,6.64,3.263157894736842,21,3,Lone Wolf
573,Sxeap28,"[8, 10, 8, 9, 9, 10, 7, 10, 10, 10, 8, 9, 9, 9, 8, 10, 8, 7, 10, 9]",86.85,Report Formatting,4.24,88.16,8.9,16,4,Leader
574,Vujow34,"[7, 2, 5, 3, 5, 3, 2, 1, 4, 2]",34.01,Code Review,47.08,12.64,3.4,0,3,Lone Wolf
575,Sbavh34,"[6, 3, 4, 6, 5, 2, 6, 4, 6, 4, 3, 6, 5, 6, 4, 8, 6]",45.88,Writing,48.17,24.5,4.9411764705882355,24,2,Task finisher
576,Ziuzv14,"[3, 3, 5, 3, 6, 2, 5, 3, 7, 2, 4, 3, 4, 4, 5, 3, 4]",43.49,Spreadsheet Work,45.4,17.75,3.8823529411764706,20,2,Task finisher
577,Rtees72,"[2, 5, 3, 3, 4, 5, 4, 5, 4, 2, 3, 4, 3, 4, 3, 3]",38.47,Planning,54.44,18.68,3.5625,10,3,Lone Wolf
578,Jfsgf53,"[7, 10, 9, 9, 8, 10, 9, 7]",96.94,Writing,0.1,99.24,8.625,24,4,Leader
579,Cfhkf36,"[3, 3, 7, 3, 4, 3, 5]",42.8,Spreadsheet Work,56.99,11.52,4.0,20,3,Lone Wolf
580,Xhbsh62,"[8, 8, 6, 3, 3, 7, 4, 6, 6, 4, 5, 10, 7, 4, 7, 5, 6, 9, 2, 8]",59.95,Report Formatting,42.41,43.21,5.9,16,6,Genelarist
581,Gbnpf58,"[4, 7, 4, 3, 4, 3, 6, 2, 7, 5, 3, 4, 6, 4]",54.53,Problem Solving,37.32,36.09,4.428571428571429,13,6,Genelarist
582,Wacrq49,"[7, 7, 8, 7, 5, 8, 7, 7, 5]",72.93,Spreadsheet Work,17.48,69.7,6.777777777777778,20,5,Helper
583,Ncxzo26,"[7, 6, 6, 5, 8, 7, 8]",67.03,Documentation,22.5,63.9,6.714285714285714,3,5,Helper
584,Uhste54,"[4, 2, 3, 3, 4, 1, 2, 3, 1, 4, 1]",40.78,Problem Solving,46.99,12.7,2.5454545454545454,13,3,Lone Wolf
585,Zdzso78,"[8, 8, 9, 7, 7, 8, 8, 10, 9, 7, 6, 9, 5, 8, 9, 7, 10, 6]",79.89,Content Creation,15.95,80.71,7.833333333333333,1,1,Perfectionist
586,Jpwzm17,"[6, 4, 3, 3, 4, 5, 4, 2, 2, 3, 2, 4, 3, 3]",34.26,Presentation Design,44.19,10.53,3.4285714285714284,11,3,Lone Wolf
587,Crkno23,"[7, 9, 8, 6, 6]",74.66,Planning,8.22,75.55,7.2,10,1,Perfectionist
588,Qwbqz84,"[7, 9, 4, 10, 9, 10, 10, 8, 8, 8, 9, 7, 8, 8, 7, 9, 10]",82.78,Programming,16.17,83.01,8.294117647058824,14,1,Perfectionist
589,Tlbqg51,"[8, 7, 8, 9, 9, 8, 9, 10, 10]",85.16,Email Writing,13.61,83.12,8.666666666666666,5,1,Perfectionist
590,Pptmj96,"[10, 7, 10, 10, 10, 9, 10, 10]",83.82,Drawing/Illustration,9.36,89.46,9.5,4,4,Leader
591,Kigdr44,"[4, 2, 5, 4, 4, 5]",57.98,Presenting,45.2,37.96,4.0,12,6,Genelarist
592,Twber51,"[10, 9, 9, 7, 10, 10, 9, 8, 9, 8, 9, 5, 9, 8, 5, 7, 6, 8, 7, 8]",82.09,Code Review,20.32,76.77,8.05,0,1,Perfectionist
593,Badao58,"[4, 5, 4, 2, 3, 5, 3, 3, 6, 2, 6, 7, 5, 4, 2, 1, 2]",39.56,Flowchart Design,45.23,11.55,3.764705882352941,6,2,Task finisher
594,Ogchn77,"[10, 10, 10, 10, 9, 10]",87.77,Script Writing,10.56,93.35,9.833333333333334,19,4,Leader
595,Lzmxo87,"[3, 6, 4, 5, 5, 2, 5, 6, 6]",42.16,Script Writing,46.83,28.77,4.666666666666667,19,2,Task finisher
596,Irfff30,"[6, 6, 6, 5, 6, 3, 2, 8, 5]",51.28,Writing,35.95,40.57,5.222222222222222,24,6,Genelarist
597,Wzkoq15,"[6, 7, 5, 4, 6, 7, 6, 3, 4, 9, 7, 5, 6, 5, 6, 3, 8, 6, 5, 6]",56.73,Storyboarding,30.57,47.34,5.7,21,0,Balancer
598,Mwzsa36,"[1, 4, 1, 4, 6, 5, 4, 4, 4]",34.29,Programming,49.84,9.29,3.6666666666666665,14,3,Lone Wolf
599,Ryzoc78,"[8, 8, 10, 7, 9, 8, 9, 10, 10]",85.29,Drawing/Illustration,8.39,92.35,8.777777777777779,4,4,Leader
600,Qzxib39,"[6, 4, 4, 3, 7, 3]",47.91,Flowchart Design,40.15,33.63,4.5,6,6,Genelarist
601,Xaeor16,"[4, 3, 5]",32.93,Email Writing,55.61,11.61,4.0,5,3,Lone Wolf
602,Ajutu36,"[7, 6, 7, 7, 7, 7, 6, 8, 5, 7, 6, 6, 9, 7, 8]",75.9,Reviewing,24.92,63.05,6.866666666666666,18,5,Helper
603,Qkifa16,"[8, 4, 4, 3, 5]",48.97,Presenting,45.76,32.72,4.8,12,6,Genelarist
604,Xllke92,"[8, 9, 10, 10, 6, 10, 9]",88.49,Testing,12.16,86.77,8.857142857142858,22,4,Leader
605,Zoknv99,"[7, 6, 8, 6, 5]",65.7,Documentation,23.48,56.74,6.4,3,5,Helper
606,Sgwfb36,"[1, 3, 2, 6, 4, 6, 7, 5, 6, 7, 3, 5, 8, 6, 7]",54.38,Spreadsheet Work,38.88,31.58,5.066666666666666,20,6,Genelarist
607,Dspyc42,"[6, 2, 4, 5, 4, 4, 4, 5, 6, 1]",40.99,Presenting,47.82,10.97,4.1,12,2,Task finisher
608,Mydfe22,"[4, 3, 2, 3, 2, 3, 5, 4, 0, 2, 1, 0, 3, 4, 4, 5]",27.5,Report Formatting,52.15,0.0,2.8125,16,3,Lone Wolf
609,Jnzsz62,"[7, 4, 6, 7, 9, 7, 10, 7, 9, 6, 7, 5, 5, 6, 6, 4, 8]",77.91,Research,18.24,67.14,6.647058823529412,17,5,Helper
610,Wiidw63,"[8, 6, 6, 10, 7, 7, 8, 10, 8, 8, 5, 9, 10, 9, 8, 9]",83.93,Translation,11.57,86.88,8.0,23,1,Perfectionist
611,Szrvp67,"[10, 8, 10, 8, 9, 7, 9, 10, 10, 9, 10, 10, 9, 7, 8, 9]",95.79,Planning,6.1,97.98,8.9375,10,4,Leader
612,Kbubf75,"[5, 10, 8, 10, 7, 9, 10, 9, 8, 10, 10, 8, 7]",88.57,Reference Finding,2.83,85.31,8.538461538461538,15,4,Leader
613,Oihwp31,"[4, 6, 6, 8, 6, 7, 7, 5, 8, 4, 4]",62.18,Documentation,44.06,53.29,5.909090909090909,3,0,Balancer
614,Zeffy95,"[1, 4, 3, 4, 4, 4, 3, 2, 3, 7, 7, 2, 1, 5, 3, 4, 4, 6, 7, 6]",48.14,Mockup Design,57.13,26.17,4.0,8,2,Task finisher
615,Tevnd74,"[4, 6, 6, 4, 4, 5, 4, 1, 3, 3, 2]",43.09,Presentation Design,50.61,19.0,3.8181818181818183,11,2,Task finisher
616,Bgrzb98,"[4, 5, 3, 5, 5, 4, 5]",50.42,Testing,43.09,39.27,4.428571428571429,22,6,Genelarist
617,Gvzwf71,"[8, 6, 8, 7, 5, 3, 3, 6, 5, 6, 6, 7, 6, 8]",58.29,Problem Solving,30.27,47.82,6.0,13,0,Balancer
618,Pmpcv82,"[9, 7, 9, 7, 7]",93.8,Report Formatting,16.95,96.63,7.8,16,4,Leader
619,Ayhhz66,"[3, 4, 2, 4, 5, 4, 5, 6, 2, 4, 3]",40.93,Spreadsheet Work,52.49,16.1,3.8181818181818183,20,2,Task finisher
620,Yrnse35,"[5, 6, 6, 5, 3, 5, 5, 3, 2, 2, 6, 5, 1, 6, 6]",49.71,Translation,52.78,22.38,4.4,23,2,Task finisher
621,Jcqdk64,"[10, 6, 8, 10, 9, 10, 10]",91.54,Peer Review,9.53,98.61,9.0,9,4,Leader
622,Axiql72,"[7, 8, 10, 10, 10, 10, 10, 10]",90.93,Testing,6.96,93.99,9.375,22,4,Leader
623,Zyvpw53,"[4, 7, 1, 2, 3, 2, 2, 3, 2, 5, 2, 2]",35.3,Writing,67.07,3.83,2.9166666666666665,24,3,Lone Wolf
624,Rbxsx25,"[9, 7, 8, 10, 8, 7, 10, 10, 7, 10, 10]",96.14,Documentation,11.1,97.05,8.727272727272727,3,4,Leader
625,Pqqfd14,"[7, 10, 10, 10, 8, 10]",89.36,Spreadsheet Work,7.76,95.85,9.166666666666666,20,4,Leader
626,Wygth70,"[3, 5, 1, 1, 2, 2, 3, 4, 5, 4, 3, 2]",38.6,Planning,39.69,17.29,2.9166666666666665,10,2,Task finisher
627,Lbdpn29,"[10, 8, 7, 8, 7]",80.74,Documentation,14.88,86.52,8.0,3,1,Perfectionist
628,Zhszl96,"[8, 9, 10, 10, 9, 10, 10, 9]",95.21,Testing,0.99,97.27,9.375,22,4,Leader
629,Lricl68,"[3, 0, 3, 4, 3, 4, 2, 2, 2, 2, 4, 2, 3, 2, 6, 4, 3, 0, 5, 3]",32.16,Graphic Design,55.43,3.67,2.85,7,3,Lone Wolf
630,Gbuzs97,"[10, 10, 10]",80.98,Storyboarding,17.59,85.48,10.0,21,4,Leader
631,Dijtj65,"[8, 5, 7, 10, 5, 8]",62.83,Reviewing,22.04,54.66,7.166666666666667,18,5,Helper
632,Xcywu92,"[2, 4, 5, 2, 5, 7]",44.88,Spreadsheet Work,44.44,18.3,4.166666666666667,20,2,Task finisher
633,Wrjip48,"[4, 5, 3, 6]",58.68,Planning,38.53,37.4,4.5,10,6,Genelarist
634,Ofznj43,"[3, 4, 4, 4, 6, 4, 1, 1, 5, 5, 5]",42.22,Programming,48.4,13.24,3.8181818181818183,14,2,Task finisher
635,Bxftk48,"[6, 6, 6, 6, 6, 7, 5, 4, 5, 4, 6, 2, 5, 6, 6, 9]",55.19,Research,39.47,41.87,5.5625,17,6,Genelarist
636,Ybbwd86,"[8, 8, 8, 7]",81.76,Research,23.23,74.9,7.75,17,1,Perfectionist
637,Tpibz80,"[7, 9, 9, 10, 7, 7, 10, 10, 9, 9, 9, 10, 8, 9, 7, 7, 7, 8, 7, 10]",85.51,Content Creation,5.01,91.1,8.45,1,4,Leader
638,Ugbyj74,"[8, 9, 10, 9, 8, 7, 9, 10, 9]",89.31,Email Writing,11.12,94.2,8.777777777777779,5,4,Leader
639,Zdzis41,"[7, 2, 4, 4, 5, 4, 4, 2, 6, 5, 2, 5]",43.88,Drawing/Illustration,47.05,24.44,4.166666666666667,4,2,Task finisher
640,Efoii26,"[4, 5, 8, 6, 7, 4, 7, 4, 7]",67.21,Writing,25.13,56.2,5.777777777777778,24,0,Balancer
641,Mlqie51,"[8, 8, 6, 9, 9, 9, 9, 8, 7, 6, 10, 8, 9, 10, 7, 6, 8, 10, 8]",81.31,Script Writing,11.96,84.27,8.157894736842104,19,1,Perfectionist
642,Liary85,"[6, 5, 3, 8, 6, 6]",61.95,Testing,30.1,43.49,5.666666666666667,22,0,Balancer
643,Hzbqf71,"[9, 5, 8, 8, 10, 10, 8, 9, 9, 8, 8, 8, 10]",85.23,Spreadsheet Work,1.58,90.11,8.461538461538462,20,4,Leader
644,Mujdc43,"[8, 5, 7, 7, 7, 7, 8, 6, 7, 7, 6, 7, 4, 7]",75.0,Research,29.46,63.21,6.642857142857143,17,5,Helper
645,Bbjfb77,"[6, 10, 7, 7]",72.6,Writing,26.48,63.63,7.5,24,5,Helper
646,Shjjn43,"[4, 4, 4, 5, 3, 4, 3, 7, 5, 6, 4, 6, 7, 4, 6]",54.18,Email Writing,28.03,38.38,4.8,5,6,Genelarist
647,Pkyyp29,"[4, 2, 4, 4, 2, 2, 3, 3, 7, 3, 2, 4, 5]",37.75,Presenting,51.96,17.46,3.4615384615384617,12,3,Lone Wolf
648,Zdmxr14,"[7, 10, 7, 7, 9, 10, 9, 8, 10, 10, 10, 8, 9, 8, 9]",89.4,Reference Finding,0.1,98.1,8.733333333333333,15,4,Leader
649,Vjjas76,"[7, 8, 8, 8]",80.32,Email Writing,13.09,76.93,7.75,5,1,Perfectionist
650,Fqnvo28,"[1, 5, 5, 4, 3, 6, 6]",52.32,Code Review,50.89,28.6,4.285714285714286,0,2,Task finisher
651,Bfdqc94,"[6, 6, 8, 5]",58.08,Graphic Design,30.08,44.84,6.25,7,0,Balancer
652,Cehoc37,"[7, 7, 8, 5]",71.9,Graphic Design,26.13,58.58,6.75,7,5,Helper
653,Pzoop32,"[7, 7, 6, 7, 6, 7, 6, 6, 5, 7, 8]",65.72,Spreadsheet Work,23.34,57.21,6.545454545454546,20,5,Helper
654,Gtsla69,"[1, 5, 3, 1, 5, 0, 2, 5, 4, 2, 2, 1, 3, 3, 2, 6]",34.08,Report Formatting,54.15,0.0,2.8125,16,3,Lone Wolf
655,Mdmvu84,"[9, 7, 10, 6, 7, 8, 7, 9, 8]",81.62,Reference Finding,12.13,84.44,7.888888888888889,15,1,Perfectionist
656,Qzfrf37,"[5, 4, 2, 2, 4, 5]",36.87,Reviewing,46.17,12.59,3.6666666666666665,18,2,Task finisher
657,Gktgv55,"[4, 2, 5, 1, 4, 3, 3, 2, 3, 4, 2, 2]",31.27,Presentation Design,58.88,4.92,2.9166666666666665,11,3,Lone Wolf
658,Pzirp90,"[3, 3, 5, 6, 4]",37.01,Spreadsheet Work,54.42,11.57,4.2,20,3,Lone Wolf
659,Zlhdb14,"[5, 5, 4, 6, 5, 6, 4, 6, 6, 5, 4, 3, 7, 2, 8, 6, 6, 3, 7, 9]",62.08,Reference Finding,30.53,43.59,5.35,15,0,Balancer
660,Xuoag49,"[6, 5, 7, 3, 2, 4]",57.37,Storyboarding,42.79,44.58,4.5,21,6,Genelarist
661,Zmmsb89,"[2, 5, 4, 1, 0]",35.47,Diagram Creation,62.52,7.82,2.4,2,3,Lone Wolf
662,Hieio78,"[9, 10, 5, 9, 7, 9, 8, 8, 8, 10, 8, 5, 10, 7, 8, 10]",85.74,Reviewing,6.82,78.27,8.1875,18,1,Perfectionist
663,Mngsx74,"[6, 7, 6, 8, 9, 9, 7, 8, 4, 7, 8, 7, 7, 7, 6, 6, 5, 6, 7]",65.31,Script Writing,28.36,58.49,6.842105263157895,19,5,Helper
664,Lucgn39,"[3, 4, 6, 3, 2, 3, 3, 3, 3, 4, 4, 2, 3, 4, 4, 6]",41.97,Reviewing,55.22,14.17,3.5625,18,3,Lone Wolf
665,Yidot48,"[9, 10, 10, 10, 10, 8, 10, 8, 7, 10, 8, 9, 9, 10, 8, 8]",97.01,Content Creation,3.97,99.6,9.0,1,4,Leader
666,Jfcbj64,"[6, 8, 9, 10, 8, 10, 10, 9, 10, 9, 8, 8, 10, 9, 10]",89.26,Mockup Design,12.32,93.23,8.933333333333334,8,4,Leader
667,Hlhld64,"[5, 4, 5, 5, 4, 5]",61.83,Mockup Design,30.56,47.09,4.666666666666667,8,0,Balancer
668,Ikbmy79,"[3, 3, 3, 4, 4, 4, 3, 2, 4, 4, 3, 3, 3, 4, 3, 5]",38.84,Problem Solving,59.79,12.01,3.4375,13,3,Lone Wolf
669,Aeebb75,"[5, 6, 6, 8, 7, 4, 6, 5, 6, 4, 7, 4]",57.99,Writing,37.56,43.88,5.666666666666667,24,6,Genelarist
670,Tefyv24,"[8, 6, 7]",73.63,Translation,25.03,68.17,7.0,23,5,Helper
671,Jhqky65,"[6, 8, 8, 6, 4, 5, 5, 8]",69.56,Reference Finding,28.92,57.35,6.25,15,0,Balancer
672,Brajs16,"[10, 10, 6, 6, 8, 9, 10, 8]",94.05,Writing,5.18,94.4,8.375,24,4,Leader
673,Visgy30,"[9, 7, 9, 7, 8, 5, 9, 8, 6, 9, 10, 10, 9, 10, 8, 8, 10, 10, 7]",88.93,Problem Solving,0.1,90.05,8.368421052631579,13,4,Leader
674,Fcuvc78,"[8, 8, 9, 9]",84.97,Planning,13.87,82.42,8.5,10,1,Perfectionist
675,Icolc44,"[6, 6, 8, 4, 8, 6, 5, 7, 4, 3, 6, 9, 7, 9, 8, 5, 8, 5]",62.4,Research,32.87,41.98,6.333333333333333,17,0,Balancer
676,Lhlow86,"[4, 4, 6, 5, 4, 5, 4, 3, 3, 3, 2, 2, 5, 5, 3, 3]",39.88,Report Formatting,54.61,9.71,3.8125,16,3,Lone Wolf
677,Yeqsw32,"[5, 5, 5, 4, 4, 7, 6, 3, 4, 4, 4, 3, 5, 4, 5]",49.79,Report Formatting,41.24,28.76,4.533333333333333,16,6,Genelarist
678,Vuceh84,"[9, 10, 7, 10, 9, 10, 6, 7, 7, 8, 8, 6, 8, 8, 8, 8, 6, 7, 6, 6]",76.96,Email Writing,21.22,73.61,7.7,5,1,Perfectionist
679,Yjlbp65,"[7, 7, 5, 4, 3, 4, 5, 6, 4, 6, 5, 3, 6, 6, 6, 4, 7, 8]",50.08,Spreadsheet Work,38.16,34.73,5.333333333333333,20,6,Genelarist
680,Yixcn97,"[6, 4, 6, 8, 7, 5, 6, 6, 7, 4, 2, 8, 5]",58.11,Spreadsheet Work,32.56,38.14,5.6923076923076925,20,6,Genelarist
681,Afxhq69,"[9, 7, 6, 8, 7, 7, 7, 8, 5, 7, 6, 10]",78.9,Script Writing,11.84,73.13,7.25,19,1,Perfectionist
682,Xcuwc19,"[7, 3, 6, 3, 7, 3, 5, 3, 0, 4, 3, 1, 4, 3, 3, 4, 4, 7, 3]",39.18,Research,43.41,15.49,3.8421052631578947,17,2,Task finisher
683,Jyncd21,"[1, 2, 1, 5, 0, 2, 3, 4]",35.73,Script Writing,63.65,0.92,2.25,19,3,Lone Wolf
684,Asdyf15,"[4, 2, 7, 3, 2, 2, 2, 3, 4, 5, 4, 1, 3, 3, 2, 1, 5, 4, 6, 2]",32.45,Mockup Design,57.71,8.76,3.25,8,3,Lone Wolf
685,Sqtjc40,"[8, 9, 10, 10, 9, 9, 7, 8, 9, 10, 8, 8, 10]",94.52,Diagram Creation,15.66,94.99,8.846153846153847,2,4,Leader
686,Gwtiu30,"[2, 4, 4, 3, 4, 4, 1]",39.87,Peer Review,63.21,6.19,3.142857142857143,9,3,Lone Wolf
687,Lzbip74,"[9, 9, 10, 9, 8, 5, 6, 6, 10, 7, 10, 9, 8, 7, 6, 10, 8, 8, 10]",87.06,Peer Review,19.02,82.32,8.157894736842104,9,1,Perfectionist
688,Ztwwn43,"[4, 4, 3, 7, 5, 2, 4, 3, 2, 2, 2, 3, 3, 4, 1, 3, 3, 4]",40.38,Content Creation,65.5,10.84,3.2777777777777777,1,3,Lone Wolf
689,Izwor86,"[5, 7, 6, 7, 6, 7, 6, 8, 9, 6, 6, 9, 6, 5, 6, 8, 8, 6, 7, 5]",67.79,Research,19.56,61.85,6.65,17,5,Helper
690,Txfwa87,"[5, 0, 4, 5, 4]",38.42,Testing,50.69,15.36,3.6,22,3,Lone Wolf
691,Vumgz76,"[7, 9, 8, 8, 7, 10, 6, 8, 8, 6, 9, 5, 7, 10, 8, 6, 10, 6, 8, 10]",77.75,Mockup Design,27.21,69.35,7.8,8,5,Helper
